method,stage,t,d_median,d_q25,d_q75,tau,n_rollouts
seq,2,0,1.1820,1.0218,1.4960,3.8298,26
seq,2,5,1.1993,1.1092,1.5085,3.8298,26
seq,2,10,1.6243,1.4170,1.7511,3.8298,26
seq,2,15,2.1197,1.7842,2.2156,3.8298,26
seq,2,20,2.7017,2.2916,2.7715,3.8298,26
seq,2,25,3.3624,3.0471,3.4132,3.8298,26
seq,2,30,3.7449,3.5989,3.9478,3.8298,26
seq,2,35,4.0306,3.8910,4.2552,3.8298,26
seq,2,40,4.1358,4.0388,4.4161,3.8298,26
seq,2,45,4.2020,3.9930,4.4086,3.8298,26
seq,2,50,4.4652,4.0429,4.8000,3.8298,26
seq,2,55,4.8427,4.4496,15.4571,3.8298,26
seq,2,60,14.5374,7.9566,24.4321,3.8298,26
seq,2,65,26.3028,15.4735,37.2710,3.8298,26
seq,2,70,35.5361,23.8821,46.4277,3.8298,26
seq,2,75,35.1753,23.5631,43.6130,3.8298,26
seq,2,80,37.8509,26.0794,47.5925,3.8298,26
seq,2,85,41.2504,27.5916,48.8391,3.8298,26
seq,2,90,41.1951,28.3266,51.7449,3.8298,26
seq,2,95,40.6872,28.3040,51.7094,3.8298,26
seq,2,100,40.7036,27.0679,50.6518,3.8298,26
seq,2,105,41.5140,26.8060,48.6626,3.8298,26
seq,2,110,41.2502,26.5456,51.0905,3.8298,26
seq,2,115,43.3230,31.2098,50.3283,3.8298,26
seq,2,120,39.5649,30.1134,48.2397,3.8298,26
seq,2,125,40.2760,30.2277,48.2339,3.8298,26
seq,2,130,39.9691,30.2094,48.5494,3.8298,26
seq,2,135,37.2234,30.1968,48.0306,3.8298,26
seq,2,140,34.9589,29.0964,48.0287,3.8298,26
seq,2,145,36.6572,29.0972,48.0117,3.8298,26
seq,2,150,34.9596,29.0907,48.0270,3.8298,26
seq,2,155,34.9565,29.0857,48.0202,3.8298,26
seq,2,160,34.9509,29.0836,48.0123,3.8298,26
seq,2,165,34.9496,29.0748,48.0067,3.8298,26
seq,2,170,34.9403,29.0652,48.0013,3.8298,26
seq,2,175,34.9329,29.0588,47.2669,3.8298,26
seq,2,180,34.9325,29.0553,46.0229,3.8298,26
seq,2,185,34.9289,29.0565,46.0230,3.8298,26
seq,2,190,34.9260,29.1962,46.2895,3.8298,26
seq,2,195,36.6234,30.2919,46.9264,3.8298,26
seq,2,200,34.9172,28.6134,46.0113,3.8298,26
seq,2,205,33.6764,29.2344,46.0081,3.8298,26
seq,2,210,34.3122,29.2346,46.0053,3.8298,26
seq,2,215,36.6270,30.2939,48.5249,3.8298,26
seq,2,220,36.6410,30.3032,48.0970,3.8298,26
seq,2,225,36.6384,30.2744,47.9873,3.8298,26
seq,2,230,36.6400,31.3242,47.9841,3.8298,26
seq,2,235,35.4257,31.3456,47.9853,3.8298,26
seq,2,240,34.1189,31.3385,45.9973,3.8298,26
seq,2,245,33.7700,30.7934,45.9949,3.8298,26
seq,2,250,33.7664,30.8446,45.9931,3.8298,26
seq,2,255,33.7625,30.8386,45.9912,3.8298,26
seq,2,260,34.6251,30.8374,47.9908,3.8298,26
seq,2,265,34.9433,30.8378,46.8768,3.8298,26
seq,2,270,34.9451,30.8403,46.8820,3.8298,26
seq,2,275,36.5966,30.8366,46.6139,3.8298,26
seq,2,280,36.5962,30.8252,46.8341,3.8298,26
seq,2,285,36.5987,30.8220,46.8782,3.8298,26
seq,2,290,36.6009,30.8207,45.9927,3.8298,26
seq,2,295,37.1294,30.8172,48.1690,3.8298,26
seq,3,0,1.1697,1.0184,1.4605,3.8298,30
seq,3,5,1.1506,1.0240,1.4482,3.8298,30
seq,3,10,1.1582,1.0626,1.4520,3.8298,30
seq,3,15,1.2303,1.1436,1.4472,3.8298,30
seq,3,20,1.3787,1.2296,1.5687,3.8298,30
seq,3,25,1.5436,1.3466,1.8206,3.8298,30
seq,3,30,1.7070,1.5660,2.0174,3.8298,30
seq,3,35,1.8714,1.7862,2.2359,3.8298,30
seq,3,40,1.9645,1.8071,2.3152,3.8298,30
seq,3,45,2.0743,1.9152,2.3841,3.8298,30
seq,3,50,2.3416,2.0081,2.7217,3.8298,30
seq,3,55,2.3797,2.1346,2.7865,3.8298,30
seq,3,60,2.5486,2.2072,2.7698,3.8298,30
seq,3,65,2.3109,1.9064,2.5802,3.8298,30
seq,3,70,2.2272,1.7619,2.4968,3.8298,30
seq,3,75,2.0632,1.7108,2.3363,3.8298,30
seq,3,80,2.1388,1.8264,2.2463,3.8298,30
seq,3,85,1.9595,1.8335,2.3141,3.8298,30
seq,3,90,2.0266,1.6877,2.2445,3.8298,30
seq,3,95,2.0045,1.7421,2.3301,3.8298,30
seq,3,100,2.0027,1.7672,2.4409,3.8298,30
seq,3,105,2.2871,1.7843,2.6128,3.8298,30
seq,3,110,2.5427,1.9454,2.8547,3.8298,30
seq,3,115,2.5405,2.1326,3.1086,3.8298,30
seq,3,120,2.4667,2.1092,2.9118,3.8298,30
seq,3,125,2.2850,2.0741,2.6962,3.8298,30
seq,3,130,2.3597,2.1380,2.6812,3.8298,30
seq,3,135,2.4185,2.1647,2.7559,3.8298,30
seq,3,140,2.5424,2.1620,2.9288,3.8298,30
seq,3,145,2.4635,2.0633,3.1023,3.8298,30
seq,3,150,2.4638,2.0033,2.9103,3.8298,30
seq,3,155,2.4132,2.0992,2.7757,3.8298,30
seq,3,160,2.5808,2.1527,2.7714,3.8298,30
seq,3,165,2.5990,2.1585,3.2010,3.8298,30
seq,3,170,2.5448,2.1852,3.2168,3.8298,30
seq,3,175,2.4973,2.0677,3.3932,3.8298,30
seq,3,180,2.4343,1.9652,3.6039,3.8298,30
seq,3,185,2.4707,2.0100,4.1458,3.8298,30
seq,3,190,2.4990,2.0432,4.8229,3.8298,30
seq,3,195,2.6287,2.1554,5.0641,3.8298,30
seq,3,200,3.0930,2.3016,5.6278,3.8298,30
seq,3,205,3.3908,2.3137,5.8696,3.8298,30
seq,3,210,3.2828,2.3924,6.0146,3.8298,30
seq,3,215,3.7440,2.4912,6.9878,3.8298,30
seq,3,220,3.7109,2.4548,6.4269,3.8298,30
seq,3,225,3.4600,2.4436,5.9682,3.8298,30
seq,3,230,3.3475,2.5296,6.4427,3.8298,30
seq,3,235,3.4138,2.5869,6.6376,3.8298,30
seq,3,240,3.5786,2.4783,6.8366,3.8298,30
seq,3,245,3.7867,2.3570,6.9503,3.8298,30
seq,3,250,3.8276,2.2913,7.5291,3.8298,30
seq,3,255,3.8529,2.2740,7.0350,3.8298,30
seq,3,260,4.1757,2.3534,7.6646,3.8298,30
seq,3,265,4.3780,2.4126,6.7477,3.8298,30
seq,3,270,4.3680,2.7051,6.3606,3.8298,30
seq,3,275,4.3853,2.9508,6.1962,3.8298,30
seq,3,280,4.0982,2.9777,6.1067,3.8298,30
seq,3,285,4.0184,3.2639,6.5648,3.8298,30
seq,3,290,4.0599,3.2000,6.6297,3.8298,30
seq,3,295,4.6355,3.3280,6.9014,3.8298,30
seq,4,0,1.1690,1.0091,1.4599,3.8298,30
seq,4,5,1.1371,1.0105,1.4569,3.8298,30
seq,4,10,1.1947,1.0683,1.4916,3.8298,30
seq,4,15,1.3260,1.1592,1.5433,3.8298,30
seq,4,20,1.4887,1.2809,1.5652,3.8298,30
seq,4,25,1.6326,1.4273,1.7234,3.8298,30
seq,4,30,1.7979,1.6080,1.8634,3.8298,30
seq,4,35,1.9373,1.7932,2.0580,3.8298,30
seq,4,40,2.0249,1.8772,2.2044,3.8298,30
seq,4,45,2.1785,2.0766,2.3842,3.8298,30
seq,4,50,2.2569,2.0277,2.4510,3.8298,30
seq,4,55,2.2277,1.9900,2.4017,3.8298,30
seq,4,60,2.2586,2.0231,2.4201,3.8298,30
seq,4,65,2.1496,1.9409,2.3441,3.8298,30
seq,4,70,2.0733,1.9442,2.3263,3.8298,30
seq,4,75,2.0890,1.8494,2.2541,3.8298,30
seq,4,80,2.0390,1.8858,2.3026,3.8298,30
seq,4,85,2.0576,1.8313,2.2504,3.8298,30
seq,4,90,2.0935,1.7827,2.2570,3.8298,30
seq,4,95,2.1361,1.7280,2.2851,3.8298,30
seq,4,100,2.1855,1.7820,2.3810,3.8298,30
seq,4,105,2.1692,1.9435,2.4201,3.8298,30
seq,4,110,2.1665,2.0198,2.4704,3.8298,30
seq,4,115,2.1469,1.9209,2.6582,3.8298,30
seq,4,120,2.4546,1.9509,2.8507,3.8298,30
seq,4,125,2.4539,2.0418,2.9431,3.8298,30
seq,4,130,2.4346,2.1307,2.8898,3.8298,30
seq,4,135,2.4716,2.0977,2.8662,3.8298,30
seq,4,140,2.5154,2.0741,3.1241,3.8298,30
seq,4,145,2.5294,1.9745,2.7711,3.8298,30
seq,4,150,2.5099,2.0124,2.7392,3.8298,30
seq,4,155,2.5124,2.0725,2.7984,3.8298,30
seq,4,160,2.5520,2.1334,2.8717,3.8298,30
seq,4,165,2.6270,2.0397,2.8713,3.8298,30
seq,4,170,2.5108,2.1052,2.8450,3.8298,30
seq,4,175,2.5849,2.0477,3.2950,3.8298,30
seq,4,180,2.5179,2.2062,3.4260,3.8298,30
seq,4,185,2.8356,2.2181,3.7292,3.8298,30
seq,4,190,3.1078,2.2552,3.8601,3.8298,30
seq,4,195,2.9232,2.3145,3.9465,3.8298,30
seq,4,200,3.0392,2.3074,3.9951,3.8298,30
seq,4,205,3.0508,2.3796,3.9686,3.8298,30
seq,4,210,2.8973,2.4015,4.1101,3.8298,30
seq,4,215,2.8985,2.3324,4.2204,3.8298,30
seq,4,220,2.9045,2.3011,3.9256,3.8298,30
seq,4,225,2.8499,2.4487,3.8589,3.8298,30
seq,4,230,2.8201,2.4224,4.3682,3.8298,30
seq,4,235,2.7762,2.2930,4.0557,3.8298,30
seq,4,240,2.9548,2.3011,4.8980,3.8298,30
seq,4,245,2.8554,2.2314,4.5029,3.8298,30
seq,4,250,2.8953,2.2808,4.4463,3.8298,30
seq,4,255,3.0501,2.2259,4.8879,3.8298,30
seq,4,260,3.2850,2.2988,5.1354,3.8298,30
seq,4,265,3.1170,2.2859,5.0234,3.8298,30
seq,4,270,3.1536,2.6259,4.9360,3.8298,30
seq,4,275,3.2577,2.6836,4.9904,3.8298,30
seq,4,280,3.1822,2.7242,4.9215,3.8298,30
seq,4,285,3.2887,2.7594,4.8951,3.8298,30
seq,4,290,3.6281,2.7812,5.3977,3.8298,30
seq,4,295,3.7786,2.8263,5.1568,3.8298,30
ewc,1,0,1.7172,1.7172,1.7172,3.8298,1
ewc,1,5,1.7213,1.7213,1.7213,3.8298,1
ewc,1,10,1.6561,1.6561,1.6561,3.8298,1
ewc,1,15,1.6924,1.6924,1.6924,3.8298,1
ewc,1,20,1.6700,1.6700,1.6700,3.8298,1
ewc,1,25,1.6432,1.6432,1.6432,3.8298,1
ewc,1,30,1.6566,1.6566,1.6566,3.8298,1
ewc,1,35,1.7124,1.7124,1.7124,3.8298,1
ewc,1,40,1.6347,1.6347,1.6347,3.8298,1
ewc,1,45,5.0255,5.0255,5.0255,3.8298,1
ewc,1,50,4.7800,4.7800,4.7800,3.8298,1
ewc,1,55,4.3080,4.3080,4.3080,3.8298,1
ewc,1,60,4.5854,4.5854,4.5854,3.8298,1
ewc,1,65,4.6368,4.6368,4.6368,3.8298,1
ewc,1,70,2.7124,2.7124,2.7124,3.8298,1
ewc,1,75,3.9428,3.9428,3.9428,3.8298,1
ewc,1,80,4.1324,4.1324,4.1324,3.8298,1
ewc,1,85,4.0992,4.0992,4.0992,3.8298,1
ewc,1,90,5.1388,5.1388,5.1388,3.8298,1
ewc,1,95,5.1325,5.1325,5.1325,3.8298,1
ewc,1,100,4.0562,4.0562,4.0562,3.8298,1
ewc,1,105,3.9890,3.9890,3.9890,3.8298,1
ewc,1,110,3.9605,3.9605,3.9605,3.8298,1
ewc,1,115,3.9571,3.9571,3.9571,3.8298,1
ewc,1,120,4.0190,4.0190,4.0190,3.8298,1
ewc,1,125,3.9535,3.9535,3.9535,3.8298,1
ewc,1,130,5.1337,5.1337,5.1337,3.8298,1
ewc,1,135,5.3291,5.3291,5.3291,3.8298,1
ewc,1,140,6.2854,6.2854,6.2854,3.8298,1
ewc,1,145,4.4913,4.4913,4.4913,3.8298,1
ewc,1,150,4.5932,4.5932,4.5932,3.8298,1
ewc,1,155,4.5245,4.5245,4.5245,3.8298,1
ewc,1,160,4.4872,4.4872,4.4872,3.8298,1
ewc,1,165,4.5315,4.5315,4.5315,3.8298,1
ewc,1,170,4.5857,4.5857,4.5857,3.8298,1
ewc,1,175,4.6037,4.6037,4.6037,3.8298,1
ewc,1,180,4.5359,4.5359,4.5359,3.8298,1
